idcar_200m,idcar_1km,idcar_nat,i_est_200,i_est_1km,lcog_geo,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc
WSG84;48.918442956433246;2.3429976233679852,CRS3035RES1000mN2896000E3760000,CRS3035RES1000mN2896000E3760000,0,0,93066,566,196,56,57,32,39,34,10309622.1,10741,193,3,68,0,0,127,1,36,41,23,55.5,47,40.5,168,117,45,25,4,0
WSG84;48.919748599521164;2.3620104021119612,CRS3035RES1000mN2896000E3762000,CRS3035RES1000mN2896000E3762000,1,0,93066,6,2,0.5,0.5,0.4,0.1,0.2,104940.2,116.9,1.8,0.2,0.2,0,0,1.8,0,1.7,0.5,0.1,0.7,0.7,0.4,1.5,1.1,0.3,0.6,0.1,0
WSG84;48.92012104653278;2.3674427924355887,CRS3035RES1000mN2896000E3762000,CRS3035RES1000mN2896000E3762000,1,0,9300193066,116,38.1,10.4,9.5,7.8,1.7,3.5,2028844.8,2260.3,34.6,3.5,4.3,0,0,33.8,0,32.9,9.5,1.7,13,13.8,8.7,28.6,20.8,6.1,12.1,1.7,0
WSG84;48.92030717105652;2.370159015536635,CRS3035RES1000mN2896000E3762000,CRS3035RES1000mN2896000E3762000,0,0,93001,102,42,21,17,5,13,5,1419610.3,1709,32,10,29,1,7,5,0,0,6,2,8,7,5,27,30,12,3,2,0
WSG84;48.920493229591216;2.372875257255391,CRS3035RES1000mN2896000E3763000,CRS3035RES1000mN2896000E3763000,1,0,93001,6,1.8,0.5,0.3,0.5,1.1,0.1,102499.6,130.1,1.5,0.3,0.3,0.2,0,1.3,0,0,0.3,0.2,0.5,0.9,0.5,1.3,1.4,0.4,0.4,0.1,0
WSG84;48.92086514869062;2.378307796520711,CRS3035RES1000mN2896000E3763000,CRS3035RES1000mN2896000E3763000,1,0,9302793001,125,37.6,10.6,6.5,9.8,23.7,2.5,2135407.9,2710,31.9,5.7,5.7,4.1,0,27.8,0,0,7.3,3.3,9.8,18,9.8,27,30.2,9,8.2,2.4,0
WSG84;48.921051009253866;2.381024094054601,CRS3035RES1000mN2896000E3763000,CRS3035RES1000mN2896000E3763000,0,0,93027,778,242,85,53,51,26,39,12754970.1,13967,219,23,43,92,0,106,1,146,61,34,95.5,75.5,51,160,176,60,38,19,8
WSG84;48.921236803825195;2.3837404101808706,CRS3035RES1000mN2896000E3763000,CRS3035RES1000mN2896000E3763000,0,0,93027,865.5,296,86,87,53,64,41,14757222.9,17709,291,5,25,0,191,80,0,183,62,26,67,87,66.5,182,209,85,70,11,0
WSG84;48.921422532403824;2.386456744893177,CRS3035RES1000mN2896000E3764000,CRS3035RES1000mN2896000E3764000,0,0,93027,744.5,252,86,64,44,144,19,12830345.4,15748,250,2,63,0,79,110,0,61,42.5,25,47,71,44,144,178,93,70,23,7
WSG84;48.92160819498907;2.389173098185193,CRS3035RES1000mN2896000E3764000,CRS3035RES1000mN2896000E3764000,0,0,9302793001,35,11,8,3,3,3,0,452298.3,452,6,5,4,1,0,6,0,0,2,0,3,1,9,6,7,6,1,0,0
WSG84;48.9219793221765;2.394605860483001,CRS3035RES1000mN2896000E3764000,CRS3035RES1000mN2896000E3764000,0,0,9302793001,82,25,7,7,7,19,0,1618689.2,1917,4,21,13,6,2,4,0,0,4,0,5,9,12,15,12,12,6,7,0
WSG84;48.922164786777216;2.3973222694761223,CRS3035RES1000mN2896000E3764000,CRS3035RES1000mN2896000E3764000,1,0,9302793001,19,7.1,0.9,1.4,0.5,3.3,0.5,460864.9,445.1,3.3,3.8,3.8,0.9,0.5,1.4,0.5,0,0,0,0.5,0.9,1,3.8,6.2,1.9,3.3,1.4,0
WSG84;48.922350185381624;2.4000386970236054,CRS3035RES1000mN2896000E3765000,CRS3035RES1000mN2896000E3765000,0,0,93027,671,286,82,114,28,54,43,11861748.4,14894,225,61,73,195,7,7,4,175,35,14.5,39,56,40,143.5,135,78,86,44,0
WSG84;48.92253551798901;2.4027551431191165,CRS3035RES1000mN2896000E3765000,CRS3035RES1000mN2896000E3765000,0,0,93027,734.5,249,66,62,46,64,39,12702338.7,14338,233,16,31,114,1,101,2,145,62,28,60.5,75,47,167,165,59,51,20,0
WSG84;48.92272078459866;2.4054716077563136,CRS3035RES1000mN2896000E3765000,CRS3035RES1000mN2896000E3765000,0,0,93027,611,209,75,48,40,98,19,10217763.7,12545,141,68,84,61,9,54,1,0,31,15,28,54,52,127,145,107,41,11,0
WSG84;48.92290598520981;2.408188090928864,CRS3035RES1000mN2896000E3765000,CRS3035RES1000mN2896000E3765000,0,0,93027,546.5,193,76,66,39,62,18,9404142.9,11193,132,61,78,26,66,21,2,55,38.5,16.5,37.5,54,37,125,110,55,38,25,10
WSG84;48.923091119821784;2.4109045926304264,CRS3035RES1000mN2896000E3765000,CRS3035RES1000mN2896000E3765000,0,0,93027,565,205,59,64,34,57,32,10287307.2,13836,152,53,77,16,12,100,0,92,26.5,13,43,51.5,50,110,126,71,56,18,0
WSG84;48.92327618843382;2.4136211128546656,CRS3035RES1000mN2896000E3766000,CRS3035RES1000mN2896000E3766000,0,0,93027,472.5,181,65,63,23,42,24,7613341.7,9216,152,29,69,10,76,26,0,80,25,14,32,35.5,27,116,95,61,54,13,0
WSG84;48.923461191045206;2.416337651595241,CRS3035RES1000mN2896000E3766000,CRS3035RES1000mN2896000E3766000,0,0,9302793029,479,163,92,42,23,26,21,6164948.9,5866,138,25,73,5,13,72,0,0,38,18,33,48,18,87,110,43,44,12,28
WSG84;48.923646127655225;2.4190542088458167,CRS3035RES1000mN2896000E3766000,CRS3035RES1000mN2896000E3766000,0,0,9302993027,535,202,79,61,26,101,21,9310097,11271,100,102,162,24,4,12,0,5,33.5,21.5,30.5,29.5,35,131,101,59,58,36,0
WSG84;48.92383099826313;2.421770784600046,CRS3035RES1000mN2896000E3766000,CRS3035RES1000mN2896000E3766000,0,0,93029,252,83,24,25,23,46,6,4415023,4990,25,58,62,9,1,11,0,0,9,4,15,32,22,40,66,23,29,12,0
WSG84;48.92401580286823;2.4244873788516004,CRS3035RES1000mN2896000E3766000,CRS3035RES1000mN2896000E3766000,0,0,93029,47.5,15,3,2,4,10,2,849712.6,986,3,12,9,2,1,3,0,0,1,0,1,6.5,7,6,13,4,9,0,0
WSG84;48.924200541469766;2.427203991594128,CRS3035RES1000mN2896000E3767000,CRS3035RES200mN2896400E3767000,0,0,93029,395.5,126,28,21,27,93,12,8166473.2,9302,32,94,62,23,26,15,0,0,16,11,29,31.5,48,64,89,54,44,9,0
WSG84;48.92438521406706;2.4299206228212986,CRS3035RES1000mN2896000E3767000,CRS3035RES200mN2896400E3767200,0,0,93029,485.5,185,44,67,27,109,17,9423154.5,11574,79,106,105,17,31,32,0,14,28,17,32.5,35,35,115,98,53,56,16,0
WSG84;48.92456982065934;2.432637272526767,CRS3035RES1000mN2896000E3767000,CRS3035RES200mN2896400E3767400,0,0,93029,557,218,47,71,21,107,28,11271690.6,13592,152,66,82,27,15,94,0,32,33.5,25,47.5,52,36,153,114,46,38,12,0
WSG84;48.92475436124592;2.4353539407041906,CRS3035RES1000mN2896000E3767000,CRS3035RES200mN2896400E3767600,0,0,93029,444.5,176,29,50,16,41,39,8995972.5,11635,146,30,15,27,4,130,0,105,45.5,19,37.5,33,33.5,105,74,47,43,6,1
WSG84;48.92493883582604;2.438070627347231,CRS3035RES1000mN2896000E3767000,CRS3035RES200mN2896400E3767800,0,0,93029,372,159,26,59,12,88,18,7906785.7,9950,119,40,42,12,6,99,0,27,23,11,28.5,35.5,22,86,65,45,39,17,0
WSG84;48.92512324439902;2.440787332449544,CRS3035RES1000mN2896000E3768000,CRS3035RES1000mN2896000E3768000,0,0,93029,33,14,1,5,1,11,1,889910.1,1057,0,14,7,3,3,1,0,0,1,0,2,4,3,3,9,2,5,4,0
WSG84;48.92530758696412;2.4435040560047887,CRS3035RES1000mN2896000E3768000,CRS3035RES1000mN2896000E3768000,0,0,93029,229,89,12,17,8,72,10,5498494.8,6996,20,69,60,13,10,6,0,0,6,5,8,23,16,31,44,46,35,15,0
WSG84;48.9254918635206;2.4462207980066237,CRS3035RES1000mN2896000E3768000,CRS3035RES1000mN2896000E3768000,0,0,93029,353.5,121,22,30,24,100,7,8022347.1,8924,15,106,92,18,5,6,0,0,11,13,33.5,32.5,28.5,45,80,37,44,29,0
WSG84;48.925676074067766;2.448937558448707,CRS3035RES1000mN2896000E3768000,CRS3035RES1000mN2896000E3768000,0,0,93029,331.5,116,27,27,17,76,13,6804499.3,7042,57,59,44,21,17,34,0,0,14,8,32,31.5,25,78,77,39,21,6,0
WSG84;48.92586021860487;2.4516543373246913,CRS3035RES1000mN2896000E3768000,CRS3035RES1000mN2896000E3768000,0,0,93029,394,153,27,51,16,99,16,8816333.7,9590,94,59,42,16,10,85,0,0,22,13,32.5,31.5,21,100,87,51,22,14,0
WSG84;48.92604429713122;2.4543711346282393,CRS3035RES1000mN2896000E3769000,CRS3035RES200mN2896400E3769000,0,0,93029,265.5,96,11,25,15,78,8,6451527.9,7783,14,82,57,9,11,19,0,0,14.5,5,12,28,24,39,54,34,39,16,0
WSG84;48.92622830964608;2.457087950352999,CRS3035RES1000mN2896000E3769000,CRS3035RES200mN2896400E3769200,0,0,93029,165,57,4,14,9,49,4,4226028.1,4840,4,53,25,18,9,5,0,0,7,6,6,19,14,27,33,25,22,6,0
WSG84;48.92641225614874;2.459804784492634,CRS3035RES1000mN2896000E3769000,CRS3035RES200mN2896400E3769400,0,0,9302993007,298.5,102,18,17,15,72,12,6780995.3,7943,26,76,53,12,13,24,0,7,11.5,8,24,23,32,49,61,46,31,13,0
WSG84;48.926596136638445;2.4625216370407967,CRS3035RES1000mN2896000E3769000,CRS3035RES200mN2896400E3769600,0,0,9300793029,248,82,15,20,13,50,8,4843467.4,6393,16,66,34,17,15,15,1,0,17,3,24,17,18,64,42,25,24,13,1
WSG84;48.92677995111452;2.4652385079911414,CRS3035RES1000mN2896000E3769000,CRS3035RES200mN2896400E3769800,0,0,93007,233.5,85,14,27,11,66,7,4864052.9,6460,16,69,33,22,19,10,1,0,7.5,5,13,18,21,45,46,29,32,17,0
